timestamp,ip_address,method,path,protocol,status_code,response_size,referrer,user_agent,duration_ms
[16/Oct/2025:11:57:09],91.131.16.186,GET,/cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04,HTTP 1.1,200,277,http://www.buttercupgames.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1680
[19/Oct/2025:18:59:40],2.56.22.73,GET,/cart/success.do,HTTP 1.1,404,1728,http://www.buttercupgames.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",849
[19/Oct/2025:21:35:30],158.69.67.166,POST,/category.screen?categoryId=ACCESSORIES,HTTP 1.1,200,2290,http://www.bing.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",219
[12/Oct/2025:07:33:45],157.66.118.46,GET,/category.screen?categoryId=SHOOTER,HTTP 1.1,500,4939,,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1952
[30/Oct/2025:13:53:30],194.31.64.184,POST,/cart/success.do,HTTP 1.1,200,4946,http://www.google.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",1004
[26/Oct/2025:22:09:20],107.116.90.190,POST,/oldlink?itemId=EST-19,HTTP 1.1,500,1875,http://www.buttercupgames.com/cart/success.do,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",381
[16/Oct/2025:22:48:11],205.211.43.133,GET,/product.screen?productId=MB-AG-G07,HTTP 1.1,200,1145,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",446
[23/Oct/2025:06:21:26],117.201.240.153,POST,/oldlink?itemId=EST-19,HTTP 1.1,200,4280,http://www.buttercupgames.com/oldlink?itemId=EST-19,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1666
[27/Oct/2025:04:05:54],212.110.199.234,GET,/category.screen?categoryId=ACCESSORIES,HTTP 1.1,200,4964,http://www.buttercupgames.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",182
[27/Oct/2025:09:11:18],2.17.235.84,POST,/cart/success.do,HTTP 1.1,200,1440,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",994
[01/Nov/2025:17:51:40],192.32.25.42,GET,/cart.do?action=purchase&itemId=EST-6,HTTP 1.1,200,1339,,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",1712
[03/Nov/2025:13:58:57],203.158.40.124,GET,/cart.do?action=purchase&itemId=EST-6,HTTP 1.1,200,380,http://www.bing.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",705
[06/Nov/2025:02:42:45],221.228.138.201,POST,/category.screen?categoryId=SHOOTER,HTTP 1.1,200,3626,http://www.buttercupgames.com/cart/success.do,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1605
[17/Oct/2025:21:43:35],5.45.141.104,GET,/cart.do?action=purchase&itemId=EST-6,HTTP 1.1,200,3022,http://www.bing.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1036
[19/Oct/2025:20:26:53],180.177.12.55,GET,/product.screen?productId=MB-AG-G07,HTTP 1.1,500,4482,http://www.google.com,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1946
[20/Oct/2025:16:32:48],123.15.57.127,GET,/product.screen?productId=SF-BVS-G01,HTTP 1.1,503,3157,http://www.bing.com,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",307
[24/Oct/2025:20:27:34],36.168.210.193,POST,/category.screen?categoryId=ACCESSORIES,HTTP 1.1,503,3573,http://www.google.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",440
[04/Nov/2025:08:51:15],119.181.251.66,POST,/cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04,HTTP 1.1,200,4890,http://www.buttercupgames.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",843
[31/Oct/2025:22:15:22],73.83.111.191,POST,/category.screen?categoryId=SHOOTER,HTTP 1.1,500,134,http://www.buttercupgames.com/category.screen?categoryId=SHOOTER,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1163
[30/Oct/2025:15:50:07],165.4.228.182,GET,/cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04,HTTP 1.1,200,757,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1990
[24/Oct/2025:19:26:49],192.67.216.144,POST,/cart/success.do,HTTP 1.1,200,2891,http://www.buttercupgames.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1562
[15/Oct/2025:05:21:06],98.34.233.145,GET,/product.screen?productId=MB-AG-G07,HTTP 1.1,200,857,http://www.buttercupgames.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1418
[19/Oct/2025:15:00:16],108.248.205.87,POST,/category.screen?categoryId=ACCESSORIES,HTTP 1.1,200,3356,http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1755
[02/Nov/2025:03:47:30],124.41.137.26,POST,/cart.do?action=purchase&itemId=EST-6,HTTP 1.1,200,2358,http://www.bing.com,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1807
[02/Nov/2025:07:18:01],173.80.95.236,GET,/oldlink?itemId=EST-19,HTTP 1.1,200,2526,http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1055
[22/Oct/2025:00:25:20],112.26.173.184,POST,/cart.do?action=purchase&itemId=EST-6,HTTP 1.1,200,3017,http://www.buttercupgames.com/product.screen?productId=MB-AG-G07,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",167
[27/Oct/2025:16:43:03],14.64.50.79,POST,/cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04,HTTP 1.1,302,3378,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1951
[03/Nov/2025:21:14:45],35.135.151.175,GET,/category.screen?categoryId=ACCESSORIES,HTTP 1.1,200,4058,http://www.buttercupgames.com/category.screen?categoryId=SHOOTER,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1702
[11/Oct/2025:04:02:46],192.171.24.245,POST,/category.screen?categoryId=SHOOTER,HTTP 1.1,200,3230,http://www.google.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",1344
[22/Oct/2025:18:46:10],76.95.144.233,GET,/category.screen?categoryId=SHOOTER,HTTP 1.1,200,3099,http://www.bing.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1403
[01/Nov/2025:02:16:04],33.161.141.57,GET,/category.screen?categoryId=ACCESSORIES,HTTP 1.1,200,779,http://www.google.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",820
[09/Oct/2025:02:27:41],67.149.71.92,POST,/category.screen?categoryId=SHOOTER,HTTP 1.1,200,4298,http://www.buttercupgames.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1614
[26/Oct/2025:00:39:02],126.150.8.160,GET,/cart/success.do,HTTP 1.1,200,875,http://www.google.com,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",447
[26/Oct/2025:13:27:45],84.145.179.13,GET,/category.screen?categoryId=ACCESSORIES,HTTP 1.1,200,2955,http://www.buttercupgames.com/category.screen?categoryId=SHOOTER,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",489
[09/Oct/2025:07:04:29],43.87.17.98,POST,/category.screen?categoryId=SHOOTER,HTTP 1.1,404,662,http://www.buttercupgames.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1318
[02/Nov/2025:13:14:55],15.23.208.4,GET,/product.screen?productId=MB-AG-G07,HTTP 1.1,200,4451,http://www.buttercupgames.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",949
[26/Oct/2025:22:15:16],131.56.26.6,POST,/product.screen?productId=MB-AG-G07,HTTP 1.1,408,3434,http://www.bing.com,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",601
[29/Oct/2025:13:32:41],116.122.15.205,GET,/oldlink?itemId=EST-19,HTTP 1.1,200,4154,http://www.bing.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",458
[15/Oct/2025:18:26:57],222.25.205.21,GET,/cart/success.do,HTTP 1.1,200,164,http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-6,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",801
[20/Oct/2025:22:42:08],126.83.26.152,GET,/product.screen?productId=MB-AG-G07,HTTP 1.1,200,3868,http://www.google.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1911
[09/Oct/2025:09:51:10],205.30.43.6,POST,/category.screen?categoryId=SHOOTER,HTTP 1.1,200,735,http://www.buttercupgames.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1489
[29/Oct/2025:10:41:49],189.44.52.112,GET,/cart.do?action=purchase&itemId=EST-6,HTTP 1.1,200,288,http://www.bing.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",980
[27/Oct/2025:19:21:54],150.13.29.120,POST,/category.screen?categoryId=ACCESSORIES,HTTP 1.1,200,3022,http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-6,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1538
[08/Oct/2025:05:58:29],167.223.158.17,GET,/product.screen?productId=SF-BVS-G01,HTTP 1.1,200,4980,http://www.google.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",332
[29/Oct/2025:09:57:12],175.19.102.172,GET,/category.screen?categoryId=SHOOTER,HTTP 1.1,200,2584,http://www.buttercupgames.com/oldlink?itemId=EST-19,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1143
[04/Nov/2025:08:35:12],192.0.145.25,POST,/oldlink?itemId=EST-19,HTTP 1.1,200,4454,http://www.google.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",153
[30/Oct/2025:17:43:24],123.45.160.143,POST,/product.screen?productId=MB-AG-G07,HTTP 1.1,200,3064,http://www.bing.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",1029
[04/Nov/2025:18:17:44],144.209.179.57,GET,/oldlink?itemId=EST-19,HTTP 1.1,200,3796,http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",1858
[09/Oct/2025:16:18:56],97.159.15.149,POST,/category.screen?categoryId=SHOOTER,HTTP 1.1,200,737,http://www.google.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",189
[21/Oct/2025:06:44:44],72.125.152.34,GET,/cart.do?action=purchase&itemId=EST-6,HTTP 1.1,200,2343,http://www.buttercupgames.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",369
[05/Nov/2025:06:58:51],42.245.188.62,GET,/product.screen?productId=MB-AG-G07,HTTP 1.1,200,264,http://www.buttercupgames.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1064
[13/Oct/2025:17:50:50],220.215.140.230,POST,/category.screen?categoryId=SHOOTER,HTTP 1.1,200,133,http://www.buttercupgames.com,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",363
[10/Oct/2025:22:14:07],4.162.25.212,POST,/category.screen?categoryId=ACCESSORIES,HTTP 1.1,200,1321,http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",1215
[21/Oct/2025:14:13:32],102.168.55.37,GET,/product.screen?productId=MB-AG-G07,HTTP 1.1,503,503,http://www.buttercupgames.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1636
[28/Oct/2025:00:08:43],74.116.221.53,POST,/category.screen?categoryId=SHOOTER,HTTP 1.1,302,259,http://www.buttercupgames.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",1731
[07/Oct/2025:16:17:46],91.0.103.1,POST,/cart/success.do,HTTP 1.1,404,3546,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",749
[14/Oct/2025:19:18:08],13.21.135.65,GET,/category.screen?categoryId=ACCESSORIES,HTTP 1.1,200,4504,http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1292
[11/Oct/2025:15:15:30],27.9.244.131,POST,/cart.do?action=purchase&itemId=EST-6,HTTP 1.1,200,1529,http://www.buttercupgames.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",507
[18/Oct/2025:22:40:06],99.148.117.76,POST,/category.screen?categoryId=ACCESSORIES,HTTP 1.1,200,4412,http://www.google.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",526
[09/Oct/2025:21:29:02],146.253.152.24,POST,/cart/success.do,HTTP 1.1,200,3191,http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",955
[16/Oct/2025:21:04:21],138.203.224.32,POST,/cart/success.do,HTTP 1.1,200,4903,,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1902
[02/Nov/2025:14:26:37],41.3.180.118,GET,/cart.do?action=purchase&itemId=EST-6,HTTP 1.1,500,1909,http://www.google.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1925
[02/Nov/2025:14:07:49],34.192.136.85,POST,/category.screen?categoryId=ACCESSORIES,HTTP 1.1,404,4011,http://www.google.com,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",59
[05/Nov/2025:20:34:42],81.160.4.222,GET,/product.screen?productId=MB-AG-G07,HTTP 1.1,200,4975,http://www.buttercupgames.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",720
